mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
37	35	571/4	587/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	577					
37	35	143	147	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	578					
37	35	573/4	589/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	579					
37	35	287/2	295/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	580					
37	35	575/4	591/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	581					
38	36	144	148	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	582					
38	36	577/4	593/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	583					
38	36	289/2	297/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	584					
38	36	579/4	595/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	585					
38	36	145	149	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	586					
38	36	581/4	597/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	587					
38	36	291/2	299/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	588					
38	36	583/4	599/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	589					
38	36	146	150	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	590					
38	36	585/4	601/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	591					
38	36	293/2	301/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	592					
38	36	587/4	603/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	593					
38	36	147	151	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	594					
38	36	589/4	605/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	595					
38	36	295/2	303/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	596					
38	36	591/4	607/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	597					
39	37	148	152	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	598					
39	37	593/4	609/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	599					
39	37	297/2	305/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	600					
39	37	595/4	611/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	601					
39	37	149	153	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	602					
39	37	597/4	613/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	603					
39	37	299/2	307/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	604					
39	37	599/4	615/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	605					
39	37	150	154	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	606					
39	37	601/4	617/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	607					
39	37	301/2	309/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	608					
39	37	603/4	619/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	609					
39	37	151	155	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	610					
39	37	605/4	621/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	611					
39	37	303/2	311/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	612					
39	37	607/4	623/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	613					
40	38	152	156	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	614					
40	38	609/4	625/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	615					
40	38	305/2	313/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	616					
40	38	611/4	627/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	617					
40	38	153	157	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	618					
40	38	613/4	629/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	619					
40	38	307/2	315/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	620					
40	38	615/4	631/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	621					
40	38	154	158	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	622					
40	38	617/4	633/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	623					
40	38	309/2	317/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	624					
40	38	619/4	635/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	625					
40	38	155	159	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	626					
40	38	621/4	637/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	627					
40	38	311/2	319/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	628					
40	38	623/4	639/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	629					
41	39	156	160	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	630					
41	39	625/4	641/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	631					
41	39	313/2	321/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	632					
41	39	627/4	643/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	633					
41	39	157	161	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	634					
41	39	629/4	645/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	635					
41	39	315/2	323/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	636					
41	39	631/4	647/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	637					
41	39	158	162	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	638					
41	39	633/4	649/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	639					
41	39	317/2	325/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	640					
41	39	635/4	651/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	641					
41	39	159	163	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	642					
41	39	637/4	653/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	643					
41	39	319/2	327/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	644					
41	39	639/4	655/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	645					
42	40	160	164	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	646					
42	40	641/4	657/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	647					
42	40	321/2	329/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	648					
42	40	643/4	659/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	649					
42	40	161	165	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	650					
42	40	645/4	661/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	651					
42	40	323/2	331/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	652					
42	40	647/4	663/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	653					
42	40	162	166	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	654					
42	40	649/4	665/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	655					
42	40	325/2	333/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	656					
42	40	651/4	667/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	657					
42	40	163	167	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	658					
42	40	653/4	669/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	659					
42	40	327/2	335/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	660					
42	40	655/4	671/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	661					
43	41	164	168	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	662					
43	41	657/4	673/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	663					
43	41	329/2	337/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	664					
43	41	659/4	675/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	665					
43	41	165	169	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	666					
43	41	661/4	677/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	667					
43	41	331/2	339/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	668					
43	41	663/4	679/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	669					
43	41	166	170	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	670					
43	41	665/4	681/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	671					
43	41	333/2	341/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	672					
43	41	667/4	683/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	673					
43	41	167	171	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	674					
43	41	669/4	685/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	675					
43	41	335/2	343/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	676					
43	41	671/4	687/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	677					
44	42	168	172	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	678					
44	42	673/4	689/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	679					
44	42	337/2	345/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	680					
44	42	675/4	691/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	681					
44	42	169	173	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	682					
44	42	677/4	693/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	683					
44	42	339/2	347/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	684					
44	42	679/4	695/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	685					
44	42	170	174	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	686					
44	42	681/4	697/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	687					
44	42	341/2	349/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	688					
44	42	683/4	699/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	689					
44	42	171	175	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	690					
44	42	685/4	701/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	691					
44	42	343/2	351/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	692					
44	42	687/4	703/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	693					
45	43	172	176	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	694					
45	43	689/4	705/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	695					
45	43	345/2	353/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	696					
45	43	691/4	707/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	697					
45	43	173	177	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	698					
45	43	693/4	709/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	699					
45	43	347/2	355/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	700					
45	43	695/4	711/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	701					
45	43	174	178	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	702					
45	43	697/4	713/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	703					
45	43	349/2	357/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	704					
45	43	699/4	715/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	705					
45	43	175	179	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	706					
45	43	701/4	717/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	707					
45	43	351/2	359/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	708					
45	43	703/4	719/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	709					
46	44	176	180	0.25		0	0	Chord	4/4	1	1	1/16	1/16	1	710					
46	44	705/4	721/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	711					
46	44	353/2	361/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	712					
46	44	707/4	723/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	713					
46	44	177	181	0.25		1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	714					
46	44	709/4	725/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	715					
46	44	355/2	363/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	716					
46	44	711/4	727/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	717					
46	44	178	182	0.25		1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	718					
46	44	713/4	729/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	719					
46	44	357/2	365/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	720					
46	44	715/4	731/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	721					
46	44	179	183	0.25		3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	722					
46	44	717/4	733/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	723					
46	44	359/2	367/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	724					
46	44	719/4	735/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	725					
47	45		184	0.25	1	0	0	Chord	4/4	1	1	1/16	1/16	1	726					
47	45		737/4	0.25	1	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	727					
47	45		369/2	0.25	1	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	728					
47	45		739/4	0.25	1	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	729					
47	45		185	0.25	1	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	730					
47	45		741/4	0.25	1	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	731					
47	45		371/2	0.25	1	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	732					
47	45		743/4	0.25	1	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	733					
47	45		186	2.0	1	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	734					
48	46		753/4	0.25	1	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	735					
48	46		377/2	0.25	1	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	736					
48	46		755/4	0.25	1	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	737					
48	46		189	0.25	1	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	738					
48	46		757/4	0.25	1	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	739					
48	46		379/2	0.25	1	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	740					
48	46		759/4	0.25	1	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	741					
48	46		190	0.25	1	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	742					
48	46		761/4	0.25	1	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	743					
48	46		381/2	0.25	1	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	744					
48	46		763/4	0.25	1	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	745					
48	46		191	0.25	1	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	746					
48	46		765/4	0.25	1	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	747					
48	46		383/2	0.25	1	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	748					
48	46		767/4	0.25	1	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	749					
49	46	180	192	0.25	2	0	0	Chord	4/4	1	1	1/16	1/16	1	750					
49	46	721/4	769/4	0.25	2	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	751					
49	46	361/2	385/2	0.25	2	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	752					
49	46	723/4	771/4	0.25	2	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	753					
49	46	181	193	0.25	2	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	754					
49	46	725/4	773/4	0.25	2	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	755					
49	46	363/2	387/2	0.25	2	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	756					
49	46	727/4	775/4	0.25	2	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	757					
49	46	182	194	2.0	2	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	758					
