mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
33	33	521/4	521/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	562								27
33	33	1043/8	1043/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	563								27
33	33	261/2	261/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	564								
33	33	523/4	523/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	565								
33	33	131	131	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	566								
33	33	525/4	525/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	567								
33	33	263/2	263/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	568								
33	33	527/4	527/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	569								
34	34	132	132	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	570								28
34	34	529/4	529/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	571								28
34	34	1059/8	1059/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	572								28
34	34	265/2	265/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	573								
34	34	531/4	531/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	574								
34	34	133	133	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	575								
34	34	533/4	533/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	576								
34	34	267/2	267/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	577								
34	34	535/4	535/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	578								
34	34	134	134	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	579								29
34	34	537/4	537/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	580								29
34	34	1075/8	1075/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	581								29
34	34	269/2	269/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	582								
34	34	539/4	539/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	583								
34	34	135	135	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	584								
34	34	541/4	541/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	585								
34	34	271/2	271/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	586								
34	34	543/4	543/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	587								
35	35	136	136	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	588								
35	35	545/4	545/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	589								
35	35	273/2	273/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	590								
35	35	547/4	547/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	591								
35	35	137	137	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	592								
35	35	549/4	549/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	593								
35	35	275/2	275/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	594								
35	35	551/4	551/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	595								
35	35	138	138	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	596								
35	35	553/4	553/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	597								
35	35	277/2	277/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	598								
35	35	555/4	555/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	599								
35	35	139	139	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	600								
35	35	557/4	557/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	601								
35	35	279/2	279/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	602								
35	35	559/4	559/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	603								
36	36	140	140	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	604								
36	36	561/4	561/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	605								
36	36	281/2	281/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	606								
36	36	563/4	563/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	607								
36	36	141	141	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	608								30
36	36	565/4	565/4	0.125	5/16	5/16	Chord	2/2	1	1	1/32	1/32	1	609								30
36	36	1131/8	1131/8	0.125	11/32	11/32	Chord	2/2	1	1	1/32	1/32	1	610								30
36	36	283/2	283/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	611								
36	36	567/4	567/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	612								
36	36	142	142	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	613								
36	36	569/4	569/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	614								
36	36	285/2	285/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	615								
36	36	571/4	571/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	616								
36	36	143	143	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	617								
36	36	573/4	573/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	618								
36	36	287/2	287/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	619								
36	36	575/4	575/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	620								
37	37	144	144	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	621								
37	37	577/4	577/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	622								
37	37	289/2	289/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	623								
37	37	579/4	579/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	624								
37	37	145	145	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	625								
37	37	581/4	581/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	626								
37	37	291/2	291/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	627								
37	37	583/4	583/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	628								
37	37	146	146	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	629								
37	37	585/4	585/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	630								
37	37	293/2	293/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	631								
37	37	587/4	587/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	632								
37	37	147	147	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	633								
37	37	589/4	589/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	634								
37	37	295/2	295/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	635								
37	37	591/4	591/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	636								
38	38	148	148	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	637								
38	38	593/4	593/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	638								
38	38	297/2	297/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	639								
38	38	595/4	595/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	640								
38	38	149	149	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	641								
38	38	597/4	597/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	642								
38	38	299/2	299/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	643								
38	38	599/4	599/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	644								
38	38	150	150	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	645								
38	38	601/4	601/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	646								
38	38	301/2	301/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	647								
38	38	603/4	603/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	648								
38	38	151	151	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	649								
38	38	605/4	605/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	650								
38	38	303/2	303/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	651								
38	38	607/4	607/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	652								
39	39	152	152	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	653								31
39	39	609/4	609/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	654								31
39	39	305/2	305/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	655								
39	39	611/4	611/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	656								
39	39	153	153	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	657								
39	39	613/4	613/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	658								
39	39	307/2	307/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	659								
39	39	615/4	615/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	660								
39	39	154	154	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	661								32
39	39	617/4	617/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	662								32
39	39	309/2	309/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	663								
39	39	619/4	619/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	664								
39	39	155	155	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	665								
39	39	621/4	621/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	666								
39	39	311/2	311/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	667								
39	39	623/4	623/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	668								
40	40	156	156	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	669								
40	40	625/4	625/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	670								
40	40	313/2	313/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	671								
40	40	627/4	627/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	672								
40	40	157	157	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	673								
40	40	629/4	629/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	674								
40	40	315/2	315/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	675								
40	40	631/4	631/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	676								
40	40	158	158	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	677								
40	40	633/4	633/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	678								
40	40	317/2	317/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	679								
40	40	635/4	635/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	680								
40	40	159	159	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	681								
40	40	637/4	637/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	682								
40	40	319/2	319/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	683								
40	40	639/4	639/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	684								
41	41	160	160	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	685								
41	41	641/4	641/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	686								
41	41	321/2	321/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	687								
41	41	643/4	643/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	688								
41	41	161	161	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	689								
41	41	645/4	645/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	690								
41	41	323/2	323/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	691								
41	41	647/4	647/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	692								
41	41	162	162	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	693								
41	41	649/4	649/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	694								
41	41	325/2	325/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	695								
41	41	651/4	651/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	696								
41	41	163	163	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	697								
41	41	653/4	653/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	698								
41	41	327/2	327/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	699								
41	41	655/4	655/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	700								
42	42	164	164	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	701								
42	42	657/4	657/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	702								
42	42	1315/8	1315/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	703								
42	42	329/2	329/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	704								
42	42	659/4	659/4	0.125	3/16	3/16	Chord	2/2	1	1	1/32	1/32	1	705								
42	42	1319/8	1319/8	0.125	7/32	7/32	Chord	2/2	1	1	1/32	1/32	1	706								
42	42	165	165	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	707								
42	42	661/4	661/4	0.125	5/16	5/16	Chord	2/2	1	1	1/32	1/32	1	708								
42	42	1323/8	1323/8	0.125	11/32	11/32	Chord	2/2	1	1	1/32	1/32	1	709								
42	42	331/2	331/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	710								
42	42	663/4	663/4	0.125	7/16	7/16	Chord	2/2	1	1	1/32	1/32	1	711								
42	42	1327/8	1327/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32	1/32	1	712								
42	42	166	166	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	713								
42	42	665/4	665/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	714								
42	42	1331/8	1331/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	715								
42	42	333/2	333/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	716								
42	42	667/4	667/4	0.125	11/16	11/16	Chord	2/2	1	1	1/32	1/32	1	717								
42	42	1335/8	1335/8	0.125	23/32	23/32	Chord	2/2	1	1	1/32	1/32	1	718								
42	42	167	167	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	719								
42	42	669/4	669/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32	1/32	1	720								
42	42	1339/8	1339/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32	1/32	1	721								
42	42	335/2	335/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	722								
42	42	671/4	671/4	0.125	15/16	15/16	Chord	2/2	1	1	1/32	1/32	1	723								
42	42	1343/8	1343/8	0.125	31/32	31/32	Chord	2/2	1	1	1/32	1/32	1	724								
43	43	168	168	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	725								
43	43	673/4	673/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	726								
43	43	1347/8	1347/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	727								
43	43	337/2	337/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	728								
43	43	675/4	675/4	0.125	3/16	3/16	Chord	2/2	1	1	1/32	1/32	1	729								
43	43	1351/8	1351/8	0.125	7/32	7/32	Chord	2/2	1	1	1/32	1/32	1	730								
43	43	169	169	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	731								
43	43	677/4	677/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	732								
43	43	339/2	339/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	733								
43	43	679/4	679/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	734								
43	43	170	170	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	735								33
43	43	681/4	681/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	736								33
43	43	341/2	341/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	737								
43	43	683/4	683/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	738								
43	43	171	171	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	739								34
43	43	685/4	685/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	740								
43	43	343/2	343/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	741								35
43	43	687/4	687/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	742								
44	44	172	172	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	743								36
44	44	689/4	689/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	744								36
44	44	1379/8	1379/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	745								36
44	44	345/2	345/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	746								
44	44	691/4	691/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	747								
44	44	173	173	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	748								37
44	44	693/4	693/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	749								37
44	44	347/2	347/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	750								
44	44	695/4	695/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	751								
44	44	174	174	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	752								38
44	44	697/4	697/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	753								38
44	44	1395/8	1395/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	754								38
44	44	349/2	349/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	755								
44	44	699/4	699/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	756								
44	44	175	175	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	757								39
44	44	701/4	701/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32	1/32	1	758								39
44	44	1403/8	1403/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32	1/32	1	759								39
44	44	351/2	351/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	760								
44	44	703/4	703/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	761								
45	45	176	176	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	762								40
45	45	705/4	705/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	763								40
45	45	353/2	353/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	764								
45	45	707/4	707/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	765								
45	45	177	177	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	766								
45	45	709/4	709/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	767								
45	45	355/2	355/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	768								
45	45	711/4	711/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	769								
45	45	178	178	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	770								41
45	45	713/4	713/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	771								41
45	45	1427/8	1427/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	772								41
45	45	357/2	357/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	773								
45	45	715/4	715/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	774								
45	45	179	179	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	775								42
45	45	717/4	717/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32	1/32	1	776								42
45	45	1435/8	1435/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32	1/32	1	777								42
45	45	359/2	359/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	778								
45	45	719/4	719/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	779								
46	46	180	180	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	780								43
46	46	721/4	721/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	781								43
46	46	361/2	361/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	782								
46	46	723/4	723/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	783								
46	46	181	181	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	784								
46	46	725/4	725/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	785								
46	46	363/2	363/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	786								
46	46	727/4	727/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	787								
46	46	182	182	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	788								44
46	46	729/4	729/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	789								44
46	46	1459/8	1459/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	790								44
46	46	365/2	365/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	791								
46	46	731/4	731/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	792								
46	46	183	183	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	793								45
46	46	733/4	733/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32	1/32	1	794								45
46	46	1467/8	1467/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32	1/32	1	795								45
46	46	367/2	367/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	796								
46	46	735/4	735/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	797								
47	47	184	184	0.125	0	0	Chord	2/2	1	1	1/32	1/32	1	798								46
47	47	1473/8	1473/8	0.125	1/32	1/32	Chord	2/2	1	1	1/32	1/32	1	799								46
47	47	737/4	737/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	800								46
47	47	1475/8	1475/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	801								
47	47	369/2	369/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	802								47
47	47	739/4	739/4	0.125	3/16	3/16	Chord	2/2	1	1	1/32	1/32	1	803								47
47	47	1479/8	1479/8	0.125	7/32	7/32	Chord	2/2	1	1	1/32	1/32	1	804								
47	47	185	185	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	805								48
47	47	741/4	741/4	0.125	5/16	5/16	Chord	2/2	1	1	1/32	1/32	1	806								48
47	47	1483/8	1483/8	0.125	11/32	11/32	Chord	2/2	1	1	1/32	1/32	1	807								
47	47	371/2	371/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	808								49
47	47	743/4	743/4	0.125	7/16	7/16	Chord	2/2	1	1	1/32	1/32	1	809								49
47	47	1487/8	1487/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32	1/32	1	810								
47	47	186	186	0.125	1/2	1/2	Chord	2/2	1	1	1/32	1/32	1	811								50
47	47	1489/8	1489/8	0.125	17/32	17/32	Chord	2/2	1	1	1/32	1/32	1	812								50
47	47	745/4	745/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	813								50
47	47	1491/8	1491/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	814								
47	47	373/2	373/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	815								51
47	47	747/4	747/4	0.125	11/16	11/16	Chord	2/2	1	1	1/32	1/32	1	816								51
47	47	1495/8	1495/8	0.125	23/32	23/32	Chord	2/2	1	1	1/32	1/32	1	817								
47	47	187	187	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	818								52
47	47	749/4	749/4	0.125	13/16	13/16	Chord	2/2	1	1	1/32	1/32	1	819								52
47	47	1499/8	1499/8	0.125	27/32	27/32	Chord	2/2	1	1	1/32	1/32	1	820								
47	47	375/2	375/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	821								53
47	47	751/4	751/4	0.125	15/16	15/16	Chord	2/2	1	1	1/32	1/32	1	822								53
47	47	1503/8	1503/8	0.125	31/32	31/32	Chord	2/2	1	1	1/32	1/32	1	823								
48	48	188	188	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	824								54
48	48	753/4	753/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	825								54
48	48	1507/8	1507/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	826								54
48	48	377/2	377/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	827								
48	48	755/4	755/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	828								
48	48	189	189	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	829								
48	48	757/4	757/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	830								
48	48	379/2	379/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	831								55
48	48	759/4	759/4	0.125	7/16	7/16	Chord	2/2	1	1	1/32	1/32	1	832								55
48	48	1519/8	1519/8	0.125	15/32	15/32	Chord	2/2	1	1	1/32	1/32	1	833								
48	48	190	190	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	834								56
48	48	761/4	761/4	0.125	9/16	9/16	Chord	2/2	1	1	1/32	1/32	1	835								56
48	48	1523/8	1523/8	0.125	19/32	19/32	Chord	2/2	1	1	1/32	1/32	1	836								56
48	48	381/2	381/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	837								
48	48	763/4	763/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	838								
48	48	191	191	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	839								
48	48	765/4	765/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	840								
48	48	383/2	383/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	841								57
48	48	767/4	767/4	0.125	15/16	15/16	Chord	2/2	1	1	1/32	1/32	1	842								57
48	48	1535/8	1535/8	0.125	31/32	31/32	Chord	2/2	1	1	1/32	1/32	1	843								
49	49	192	192	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	844								58
49	49	769/4	769/4	0.125	1/16	1/16	Chord	2/2	1	1	1/32	1/32	1	845								58
49	49	1539/8	1539/8	0.125	3/32	3/32	Chord	2/2	1	1	1/32	1/32	1	846								58
49	49	385/2	385/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	847								
