mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
53	53	156	156	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	300						
53	53	313/2	313/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	301						
53	53	157	157	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	302						
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	303						
53	53	158	158	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	304						
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	305						
53	53	156	156	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	306						
54	54	159	159	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	307						
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	308						
54	54	160	160	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	309						
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	310						
54	54	161	161	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	311						
54	54	159	159	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	312						
55	55	162	162	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	313						
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	314						
55	55	163	163	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	315						
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	316						
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	317						
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	318						
56	56	165	165	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	319						
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	320						
56	56	166	166	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	321						
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	322						
56	56	167	167	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	323						
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	324						
57	57	168	168	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	325						
57	57	337/2	337/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	326						
57	57	169	169	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	327						
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	328						
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	329						
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	330						
58	58	171	171	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	331						
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	332						
58	58	172	172	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	333						
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	334						
58	58	173	173	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	335						
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	336						
59	59	174	174	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	337						
59	59	175	175	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	338						
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	339						
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	340						
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	341						
59	59	174	174	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	342						
60	60	177	177	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	343						
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	344						
60	60	178	178	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	345						
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	346						
60	60	179	179	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	347						
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	348						
60	60	177	177	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	349						
61	61	180	180	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	350						
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	351						
61	61	181	181	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	352						
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	353						
61	61	182	182	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	354						
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	355						
62	62	183	183	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	356						
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	357						
62	62	184	184	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	358						
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	359						
62	62	185	185	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	360						
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	361						
63	63	186	186	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	362						
63	63	187	187	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	363						
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	364						
63	63	188	188	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	365						
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	366						
63	63	186	186	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	367						
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	368						
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	369						
64	64	190	190	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	370						
64	64	189	189	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	371						
64	64	190	190	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	372						
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	373						
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	374						
65	65	193	193	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	375						
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	376						
65	65	194	194	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	377						
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	378						
66	66	195	195	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	379						
